gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,Yes,No,18,Yes,No,Fiber optic,No,Yes,No,No internet service,No,No internet service,One year,No,Bank transfer (automatic),107.04,1800.1,0
Female,0,No,No,45,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,64.26,1601.26,0
Female,1,No,No,23,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,Yes,One year,Yes,Electronic check,57.6,585.07,0
Female,0,No,No,9,No,Yes,DSL,No,No,No internet service,No,Yes,No,Two year,No,Electronic check,29.3,1747.17,0
Female,1,No,No,1,Yes,Yes,No,No,No,No internet service,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),62.55,8468.2,0
Female,0,No,No,43,No,Yes,Fiber optic,No,No,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,111.59,1792.11,0
Male,0,Yes,No,15,No,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,66.67,4815.21,0
Female,0,No,No,18,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),18.8,3511.24,0
Female,0,Yes,No,3,No,Yes,DSL,No,Yes,No internet service,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),18.8,593.75,0
Female,1,No,No,45,Yes,Yes,DSL,No,No,No internet service,No,No internet service,No internet service,Two year,No,Credit card (automatic),109.64,8468.2,0
Female,0,No,Yes,59,Yes,Yes,No,No internet service,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,52.75,8468.2,0
Female,0,No,Yes,4,Yes,No,Fiber optic,No,No,Yes,No,No,No internet service,One year,Yes,Mailed check,34.0,8468.2,0
Male,1,No,No,20,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No internet service,Two year,No,Bank transfer (automatic),86.7,1073.88,0
Female,0,Yes,Yes,11,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,No,Month-to-month,No,Credit card (automatic),49.02,4336.45,0
Female,0,Yes,No,6,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),85.77,498.33,1
Male,0,No,Yes,50,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),19.29,1640.06,0
Female,0,Yes,No,1,Yes,Yes,DSL,No,No internet service,No internet service,No,Yes,No,Month-to-month,No,Electronic check,30.58,5520.1,0
Male,0,Yes,No,63,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),24.44,8378.37,0
Male,1,No,No,63,Yes,No,DSL,No internet service,Yes,Yes,Yes,No,No,Two year,No,Electronic check,45.16,1581.03,0
Female,0,No,No,47,Yes,No,DSL,No internet service,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),68.05,122.74,0
Female,0,Yes,No,1,Yes,No,No,No,Yes,No internet service,No internet service,No internet service,Yes,Two year,No,Electronic check,104.87,1496.02,1
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),83.1,1041.98,0
Female,0,No,Yes,28,Yes,Yes,DSL,No internet service,No internet service,Yes,No,No,Yes,One year,No,Electronic check,36.95,2072.19,0
Female,0,No,Yes,58,Yes,Yes,No,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,59.01,1381.38,0
Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,57.24,1115.53,0
Male,0,No,No,1,Yes,No,No,Yes,No internet service,Yes,No internet service,Yes,Yes,One year,No,Mailed check,103.36,4085.56,0
Female,1,No,Yes,23,Yes,No,Fiber optic,Yes,No,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,18.8,19.4,0
Male,0,No,No,1,No,No,DSL,No,Yes,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,97.75,7928.89,0
Female,0,Yes,Yes,18,Yes,No phone service,DSL,No,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,43.16,4058.79,0
Female,0,Yes,No,37,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,43.1,826.91,0
Female,0,Yes,Yes,1,Yes,No,DSL,No internet service,Yes,No internet service,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),61.18,1326.06,0
Male,0,No,Yes,46,Yes,No,DSL,No internet service,No,No internet service,No,No internet service,No,One year,Yes,Electronic check,89.31,4028.62,0
Female,0,No,No,36,Yes,No,DSL,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Electronic check,47.78,7424.73,1
Female,1,Yes,No,58,Yes,No,DSL,No,Yes,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,42.18,1412.05,0
Female,0,No,Yes,4,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,109.55,2064.72,0
Female,0,No,No,36,Yes,Yes,DSL,No,Yes,No internet service,No,No,No,Two year,Yes,Credit card (automatic),108.87,1325.28,0
Female,0,Yes,No,47,Yes,No,DSL,Yes,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,117.2,615.49,0
Male,1,Yes,No,2,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),52.28,7782.99,0
Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No,No internet service,Yes,Two year,No,Electronic check,39.76,8468.2,0
Female,0,Yes,No,70,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),74.91,7091.71,0
Female,0,Yes,No,23,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),25.36,1803.02,0
Male,0,No,No,34,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,53.39,1822.61,0
Female,0,No,No,62,Yes,No phone service,No,No,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,30.96,5436.76,0
Female,1,No,Yes,37,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,Yes,Yes,Two year,No,Credit card (automatic),70.52,777.88,0
Female,1,No,No,1,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No internet service,Two year,No,Electronic check,117.2,1614.01,1
Female,0,No,No,1,Yes,No,DSL,No,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,53.59,1047.93,1
Female,0,No,No,20,Yes,No,No,No,Yes,No internet service,No,Yes,No internet service,Two year,No,Electronic check,75.74,1079.55,0
Male,1,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),117.2,1438.21,0
Female,0,No,Yes,13,Yes,No,Fiber optic,No,No internet service,No,Yes,No,No internet service,Month-to-month,No,Electronic check,67.31,1891.16,1
Female,0,No,No,47,No,Yes,Fiber optic,No,No,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),61.26,265.89,0
Male,0,Yes,No,31,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),117.2,22.27,1
Male,0,No,No,69,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),61.73,1963.33,0
Male,0,Yes,No,69,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,69.88,1591.94,0
Male,0,No,No,51,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No,Month-to-month,No,Electronic check,88.61,1931.34,0
Male,0,Yes,No,60,Yes,No phone service,DSL,No,Yes,No,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),19.05,1591.72,0
Male,0,No,No,7,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No,Two year,Yes,Mailed check,82.77,3647.19,0
Female,0,Yes,No,48,Yes,Yes,No,No,No internet service,Yes,No internet service,Yes,No,Two year,No,Bank transfer (automatic),62.02,8468.2,0
Female,1,Yes,No,52,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Mailed check,36.2,8468.2,0
Female,0,Yes,Yes,1,Yes,Yes,No,Yes,Yes,No,No internet service,Yes,No internet service,Two year,Yes,Mailed check,66.15,1475.35,0
Male,0,Yes,No,13,Yes,Yes,No,No,No internet service,No,No,Yes,No internet service,One year,Yes,Mailed check,48.97,4864.63,0
Male,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,Yes,Two year,No,Bank transfer (automatic),86.22,1000.03,0
Male,0,No,No,33,No,No,DSL,No,No,No,No internet service,Yes,Yes,Two year,No,Mailed check,67.97,8468.2,0
Female,0,No,Yes,51,No,Yes,Fiber optic,No,No,Yes,No internet service,No,No internet service,Two year,Yes,Electronic check,28.24,5171.57,0
Male,0,No,Yes,41,No,No,Fiber optic,No,Yes,No,No,No,No internet service,Month-to-month,No,Electronic check,18.8,2005.45,1
Female,0,Yes,Yes,47,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,No,Yes,Two year,No,Mailed check,27.42,1942.18,0
Female,0,No,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,65.26,8468.2,1
Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,No,Bank transfer (automatic),59.68,787.49,0
Male,0,No,No,42,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,No,No,Two year,Yes,Electronic check,26.37,1770.59,1
Female,0,No,No,72,Yes,No,Fiber optic,Yes,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),91.78,1957.21,0
Female,1,Yes,No,46,Yes,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,No,Electronic check,87.48,1046.52,0
Male,0,No,No,45,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,104.79,8468.2,0
Female,0,Yes,No,55,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,Yes,No,Two year,No,Bank transfer (automatic),87.34,709.12,0
Female,0,Yes,Yes,13,Yes,No,Fiber optic,Yes,No internet service,No,No,No internet service,No,Month-to-month,Yes,Electronic check,58.45,1020.75,1
Female,0,No,No,48,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,96.76,1470.3,0
Female,0,Yes,No,10,Yes,Yes,No,No,No,No,No,No,No,One year,No,Credit card (automatic),67.91,1948.71,0
Female,1,No,No,1,Yes,No,DSL,No internet service,No internet service,Yes,No,No internet service,No,Month-to-month,No,Mailed check,52.02,7844.68,0
Male,0,Yes,No,32,Yes,No,DSL,No,Yes,No,Yes,No,No internet service,Two year,No,Credit card (automatic),72.51,1763.6,0
Female,0,Yes,No,1,Yes,No,Fiber optic,No,No internet service,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,87.79,3689.12,0
Female,0,No,No,1,No,Yes,Fiber optic,No,Yes,No,No internet service,Yes,No,Two year,No,Electronic check,65.86,3347.98,1
Female,0,Yes,No,24,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No internet service,Yes,One year,Yes,Electronic check,102.57,8468.2,0
Female,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No internet service,One year,Yes,Mailed check,49.07,1626.65,0
Female,0,Yes,No,10,Yes,No,Fiber optic,No internet service,Yes,No,No,No internet service,No,Month-to-month,No,Electronic check,40.48,8126.53,1
Female,0,Yes,Yes,43,Yes,No,DSL,No,No internet service,No,No,No,No,Two year,No,Electronic check,25.19,2205.29,0
Female,0,No,Yes,68,No,Yes,Fiber optic,No,Yes,No internet service,No internet service,No,Yes,One year,No,Electronic check,83.32,3356.3,0
Female,0,No,No,2,Yes,No phone service,No,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),76.72,4002.8,0
Female,0,Yes,Yes,38,Yes,Yes,DSL,No,No internet service,No internet service,Yes,Yes,Yes,Two year,Yes,Mailed check,60.47,387.27,1
Female,0,Yes,No,37,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,No internet service,No,Month-to-month,No,Credit card (automatic),68.09,6771.82,1
Female,0,No,Yes,72,Yes,No phone service,DSL,Yes,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),20.8,2901.23,1
Female,0,No,No,1,No,No,DSL,No,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),97.18,8468.2,0
Male,0,Yes,Yes,52,Yes,No,No,No,No internet service,No internet service,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),100.03,445.71,0
Female,0,Yes,No,1,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),104.23,8468.2,0
Male,0,No,No,1,Yes,No,No,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),76.78,214.68,1
Male,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,Yes,No,Two year,Yes,Electronic check,18.8,1195.43,0
Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No,Yes,One year,No,Electronic check,45.77,468.25,0
Female,1,No,Yes,1,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,79.11,8468.2,0
Male,0,Yes,No,32,Yes,No,No,No internet service,Yes,No,No,Yes,No,Two year,Yes,Mailed check,39.57,8468.2,0
Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No,Two year,Yes,Electronic check,51.31,3102.24,1
Male,0,No,No,37,No,Yes,DSL,No,No internet service,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),30.14,2008.64,0
Male,1,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,No,No internet service,Two year,Yes,Mailed check,74.87,1253.95,1
Male,0,Yes,Yes,8,Yes,No phone service,No,Yes,Yes,No internet service,No,No,No internet service,Two year,No,Electronic check,23.36,2187.03,0
Male,0,Yes,No,54,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,76.28,935.77,0
Male,0,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No internet service,One year,No,Electronic check,18.8,1412.39,0
Female,0,No,No,24,Yes,Yes,Fiber optic,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),55.31,712.34,1
Male,0,Yes,Yes,45,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),29.27,4440.42,0
Female,0,No,Yes,14,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,30.54,8154.46,0
Male,0,No,Yes,6,No,No,DSL,No,No,No internet service,No internet service,No,No,One year,Yes,Credit card (automatic),25.58,546.5,0
Male,0,No,Yes,53,Yes,No,No,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,117.2,1889.14,0
Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,No,One year,Yes,Mailed check,103.78,5276.94,0
Female,1,Yes,Yes,14,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,68.1,1542.46,0
Female,0,No,Yes,34,Yes,Yes,No,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),94.78,2281.81,0
Female,0,No,No,48,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),18.8,2529.81,0
Male,0,No,Yes,31,No,Yes,DSL,No,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,40.16,19.4,0
Female,0,No,No,1,Yes,No,DSL,No internet service,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),83.72,7830.45,0
Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),95.13,7529.94,0
Male,0,Yes,Yes,1,Yes,Yes,No,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),18.8,1749.97,0
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No internet service,Yes,No internet service,No,Two year,Yes,Credit card (automatic),18.8,1992.95,0
